GEOID,NAMELSAD,school_count,elementary_school_count,middle_school_count,high_school_count,other_school_count,charter_school_count,tract_area_sq_mile,schools_per_sq_mile,district_name,district_type,district_grade_low,district_grade_high,district_overlap_pct,ela_students_tested,ela_current_status,ela_status_level,ela_change,ela_change_level,math_students_tested,math_current_status,math_status_level,math_change,math_change_level,academic_strength_score,academic_strength_tier
06073018619,Census Tract 186.19,1,1,0,0,0,0,9.250359080015114,0.10810391157251878,Bonsall Unified,Unified,PK,12,0.7456131807945897,1209,7.4,3,7.5,4,1208,-27.9,2,1.5,3,2.5,medium
06073018617,Census Tract 186.17,0,0,0,0,0,0,0.6583221422589488,0.0,Oceanside Unified,Unified,PK,12,0.9950158708836847,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018618,Census Tract 186.18,1,1,0,0,0,0,0.3106288987151698,3.219275489615494,Oceanside Unified,Unified,PK,12,0.9999999999999999,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018622,Census Tract 186.22,0,0,0,0,0,0,0.41537042904154303,0.0,Oceanside Unified,Unified,PK,12,0.9999999999999996,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018520,Census Tract 185.20,0,0,0,0,0,0,0.5296399558137371,0.0,Oceanside Unified,Unified,PK,12,0.9996939978887893,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018523,Census Tract 185.23,0,0,0,0,0,0,0.6227048522497214,0.0,Oceanside Unified,Unified,PK,12,1.0,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018521,Census Tract 185.21,3,2,1,0,0,1,1.2731599771072426,2.356341743334035,Oceanside Unified,Unified,PK,12,1.0000000000000016,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073017071,Census Tract 170.71,1,0,0,1,0,0,2.473918367441026,0.4042170562945377,Poway Unified,Unified,PK,12,1.0000000000000002,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073008381,Census Tract 83.81,0,0,0,0,0,0,0.17861764815333858,0.0,San Diego Unified,Unified,PK,12,0.9999999999999994,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073017063,Census Tract 170.63,0,0,0,0,0,0,0.6737387662143058,0.0,Poway Unified,Unified,PK,12,1.0000000000000009,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017065,Census Tract 170.65,3,2,0,1,0,0,1.8056875417216236,1.6614170119043217,Poway Unified,Unified,PK,12,1.0,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017064,Census Tract 170.64,1,1,0,0,0,0,0.722929171894466,1.38326137452644,Poway Unified,Unified,PK,12,1.0000000000000004,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017061,Census Tract 170.61,1,1,0,0,0,0,6.949862710996654,0.14388773441779165,Poway Unified,Unified,PK,12,0.5197951444907152,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017060,Census Tract 170.60,0,0,0,0,0,0,1.606398231485188,0.0,Poway Unified,Unified,PK,12,0.998492957423652,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073008376,Census Tract 83.76,0,0,0,0,0,0,0.4833914968347357,0.0,San Diego Unified,Unified,PK,12,1.0000000000000007,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073008375,Census Tract 83.75,0,0,0,0,0,0,0.3992341756913996,0.0,San Diego Unified,Unified,PK,12,0.9999999999999994,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073017058,Census Tract 170.58,0,0,0,0,0,0,0.6877386554847583,0.0,Poway Unified,Unified,PK,12,1.0000000000000004,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073008372,Census Tract 83.72,1,1,0,0,0,0,2.8071701982549397,0.35623062706409603,Del Mar Union Elementary,Elementary,KG,06,0.9124952675999537,2108,81.6,5,4.5,4,2143,77.7,5,0.5,3,5.0,high
06073008374,Census Tract 83.74,1,1,0,0,0,0,1.2224050997630576,0.818059414341312,Del Mar Union Elementary,Elementary,KG,06,1.0,2108,81.6,5,4.5,4,2143,77.7,5,0.5,3,5.0,high
06073008369,Census Tract 83.69,2,0,2,0,0,0,0.5771564466932086,3.4652649406567457,San Dieguito Union High,High,07,12,1.0000000000000002,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073008370,Census Tract 83.70,0,0,0,0,0,0,0.3893603949944267,0.0,Del Mar Union Elementary,Elementary,KG,06,0.9999999999999999,2108,81.6,5,4.5,4,2143,77.7,5,0.5,3,5.0,high
06073020041,Census Tract 200.41,0,0,0,0,0,0,0.3001303375408007,0.0,San Marcos Unified,Unified,KG,12,1.0000000000000002,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073020037,Census Tract 200.37,1,1,0,0,0,0,0.8073446898999268,1.2386283238252964,San Marcos Unified,Unified,KG,12,0.9999999999999999,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073019810,Census Tract 198.10,4,1,1,2,0,0,3.888092100730392,1.0287822140963652,Carlsbad Unified,Unified,PK,12,0.7515623741476931,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073017406,Census Tract 174.06,0,0,0,0,0,0,1.4397859330736045,0.0,San Dieguito Union High,High,07,12,1.0000000000000004,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073017405,Census Tract 174.05,1,1,0,0,0,0,0.4921787663494257,2.0317820848249335,Cardiff Elementary,Elementary,KG,06,0.9999999999999994,373,54.2,5,6.5,4,374,40.4,5,4.8,4,5.0,high
06073017307,Census Tract 173.07,1,0,1,0,0,0,0.6241089165296456,1.602284430673567,San Dieguito Union High,High,07,12,0.9290102757710462,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073017408,Census Tract 174.08,0,0,0,0,0,0,0.5757535259181317,0.0,San Dieguito Union High,High,07,12,1.000000000000001,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073017407,Census Tract 174.07,1,1,0,0,0,0,0.8294841233511902,1.2055685839530121,Cardiff Elementary,Elementary,KG,06,0.9095621911544642,373,54.2,5,6.5,4,374,40.4,5,4.8,4,5.0,high
06073008378,Census Tract 83.78,0,0,0,0,0,0,0.0856946914926794,0.0,San Diego Unified,Unified,PK,12,0.9999999999999993,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073017050,Census Tract 170.50,2,1,1,0,0,0,1.9202823160802447,1.041513522908693,Poway Unified,Unified,PK,12,1.0000000000000002,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017813,Census Tract 178.13,0,0,0,0,0,0,2.6508853950072058,0.0,Carlsbad Unified,Unified,PK,12,0.7228669652630536,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073990100,Census Tract 9901,0,0,0,0,0,0,254.64254488853035,0.0,San Diego Unified,Unified,PK,12,5.076287746219493e-06,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073017054,Census Tract 170.54,2,1,1,0,0,0,2.5969110815089533,0.7701457374650987,Poway Unified,Unified,PK,12,0.9999999999999996,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017053,Census Tract 170.53,2,1,0,1,0,0,2.0522832244850124,0.9745243620075236,Poway Unified,Unified,PK,12,1.0000000000000013,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073010015,Census Tract 100.15,2,0,1,1,0,0,15.634174874389968,0.12792488353678072,Sweetwater Union High,High,KG,12,0.999811673417653,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073020810,Census Tract 208.10,1,1,0,0,0,0,15.062758532141567,0.06638890199734376,Ramona City Unified,Unified,KG,12,0.9959011719636723,2402,-18.1,2,12.2,4,2407,-54.2,2,-0.7,3,2.0,lower
06073021900,Census Tract 219,1,1,0,0,0,0,3.6687459119336516,0.2725727057704411,Sweetwater Union High,High,KG,12,0.6391033190000514,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073020026,Census Tract 200.26,2,1,0,1,0,0,1.4769441590514474,1.3541473370831298,San Marcos Unified,Unified,KG,12,0.9999999999999989,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073020028,Census Tract 200.28,2,1,0,0,1,0,0.17644622648701871,11.334898114962757,San Marcos Unified,Unified,KG,12,1.0000000000000004,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073013421,Census Tract 134.21,1,0,1,0,0,0,0.9561453266380238,1.0458661169387053,Chula Vista Elementary,Elementary,PK,12,0.9999999999999994,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073020811,Census Tract 208.11,1,1,0,0,0,0,18.532464938468312,0.053959362843540276,Ramona City Unified,Unified,KG,12,0.9974152151351613,2402,-18.1,2,12.2,4,2407,-54.2,2,-0.7,3,2.0,lower
06073021206,Census Tract 212.06,0,0,0,0,0,0,16.544192419819314,0.0,Grossmont Union High,High,KG,12,0.9999999999999978,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073017051,Census Tract 170.51,2,0,1,1,0,0,0.9592711863308553,2.0849161618727017,Poway Unified,Unified,PK,12,0.9999999999999981,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017109,Census Tract 171.09,2,2,0,0,0,0,1.7048585463773265,1.1731178544107503,Encinitas Union Elementary,Elementary,KG,06,0.9999920796928105,2514,46.9,5,2.8,3,2513,31.9,4,0.1,3,4.5,high
06073019809,Census Tract 198.09,2,1,1,0,0,0,1.1252766685904008,1.7773406805859915,Vista Unified,Unified,KG,12,0.9996835830825896,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073020029,Census Tract 200.29,3,1,1,1,0,3,2.1077612458959343,1.4233111107063774,San Marcos Unified,Unified,KG,12,1.0000000000000002,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073020309,Census Tract 203.09,3,2,0,0,1,2,1.0946728422621912,2.7405448314588345,Escondido Union,Elementary,PK,08,0.8541269880213873,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073021205,Census Tract 212.05,3,2,1,0,0,1,3.835147656201606,0.7822384609231056,Alpine Union Elementary,Elementary,PK,08,0.9999999999999998,847,-8.7,2,5.5,4,845,-22.7,3,10.6,4,2.5,medium
06073000400,Census Tract 4,1,1,0,0,0,0,0.45461727339934976,2.199652451660299,San Diego Unified,Unified,PK,12,1.0,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000500,Census Tract 5,0,0,0,0,0,0,0.42805315720397485,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000600,Census Tract 6,2,1,0,0,1,0,0.3601720097386887,5.552902351992972,San Diego Unified,Unified,PK,12,0.9999999999999993,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073003103,Census Tract 31.03,0,0,0,0,0,0,0.787512399460504,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073003105,Census Tract 31.05,1,1,0,0,0,0,0.4673785161050757,2.1395934249044104,San Diego Unified,Unified,PK,12,1.0000000000000016,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073002902,Census Tract 29.02,1,1,0,0,0,0,0.6063825480581649,1.6491239782581586,San Diego Unified,Unified,PK,12,0.9995272889877914,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073002903,Census Tract 29.03,1,1,0,0,0,0,0.5434264688865764,1.8401753636492801,San Diego Unified,Unified,PK,12,0.9717810723660821,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073019903,Census Tract 199.03,0,0,0,0,0,0,3.079918473162936,0.0,Vista Unified,Unified,KG,12,0.8161398614984068,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073017022,Census Tract 170.22,2,1,0,1,0,0,1.7285371669686345,1.1570477269559871,San Diego Unified,Unified,PK,12,0.9999999999999983,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073009901,Census Tract 99.01,0,0,0,0,0,0,2.8206919885118666,0.0,San Diego Unified,Unified,PK,12,0.7562976320381123,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073017045,Census Tract 170.45,0,0,0,0,0,0,0.7529716680172168,0.0,San Diego Unified,Unified,PK,12,0.7146266430436462,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073013503,Census Tract 135.03,2,1,0,1,0,0,1.0660926285559225,1.8760095946907571,Grossmont Union High,High,KG,12,0.9999999999999998,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073020017,Census Tract 200.17,1,1,0,0,0,0,1.885160699662795,0.5304587562104777,San Marcos Unified,Unified,KG,12,0.832278785758856,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073015403,Census Tract 154.03,0,0,0,0,0,0,1.1856290503628628,0.0,Cajon Valley Union,Elementary,PK,12,0.9999999999999997,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073010103,Census Tract 101.03,0,0,0,0,0,0,2.6208297679460935,0.0,Sweetwater Union High,High,KG,12,0.4438952055855242,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073018504,Census Tract 185.04,2,1,1,0,0,0,2.4541634392492893,0.814941648960342,Oceanside Unified,Unified,PK,12,0.9311568882801008,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073020801,Census Tract 208.01,3,2,0,1,0,0,52.279350382512135,0.057384033620347434,Ramona City Unified,Unified,KG,12,0.7637037730914572,2402,-18.1,2,12.2,4,2407,-54.2,2,-0.7,3,2.0,lower
06073018608,Census Tract 186.08,0,0,0,0,0,0,1.5768013890774824,0.0,Oceanside Unified,Unified,PK,12,0.9986248339182402,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073005900,Census Tract 59,0,0,0,0,0,0,0.16186832614408267,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073020500,Census Tract 205,4,2,1,0,1,1,0.8041382626206273,4.974268960867867,Escondido Union,Elementary,PK,08,1.000000000000003,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073019001,Census Tract 190.01,2,2,0,0,0,0,63.719645568664525,0.03138749411034926,Fallbrook Union High,High,09,12,0.9998557169015987,452,14.0,3,16.3,5,453,-80.2,2,18.9,5,2.5,medium
06073009505,Census Tract 95.05,3,2,1,0,0,0,6.771044614489189,0.4430630974695359,San Diego Unified,Unified,PK,12,0.7940197118066544,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073003208,Census Tract 32.08,2,1,0,1,0,0,0.5253433730400622,3.8070338423160845,San Diego Unified,Unified,PK,12,0.9994848904371781,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073013414,Census Tract 134.14,3,2,1,0,0,0,1.1077088286121386,2.708292939904375,Chula Vista Elementary,Elementary,PK,12,0.9999999999999993,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073013415,Census Tract 134.15,0,0,0,0,0,0,0.44811392680430795,0.0,Chula Vista Elementary,Elementary,PK,12,1.0000000000000002,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073013416,Census Tract 134.16,2,1,0,1,0,0,0.8516011056576248,2.348517382977746,Chula Vista Elementary,Elementary,PK,12,0.9999999999999996,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073013417,Census Tract 134.17,1,1,0,0,0,0,0.7775358355024545,1.2861143555573693,Chula Vista Elementary,Elementary,PK,12,0.9999999999999994,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073013418,Census Tract 134.18,0,0,0,0,0,0,0.6997106756773961,0.0,Chula Vista Elementary,Elementary,PK,12,1.0000000000000002,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073018517,Census Tract 185.17,0,0,0,0,0,0,0.7495603125995688,0.0,Oceanside Unified,Unified,PK,12,0.9987794863008913,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018518,Census Tract 185.18,0,0,0,0,0,0,0.382368610552488,0.0,Vista Unified,Unified,KG,12,0.7240595084244916,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073018519,Census Tract 185.19,1,1,0,0,0,0,0.5998868923054721,1.6669809139466643,Vista Unified,Unified,KG,12,0.9999999999999992,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073018601,Census Tract 186.01,0,0,0,0,0,0,1.6976586027253717,0.0,Oceanside Unified,Unified,PK,12,1.0000000000000009,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073008303,Census Tract 83.03,2,1,1,0,0,0,1.7012149994794963,1.1756303586624384,San Diego Unified,Unified,PK,12,1.0000000000000013,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073006200,Census Tract 62,0,0,0,0,0,0,1.4012276781993414,0.0,San Diego Unified,Unified,PK,12,0.9367705430894506,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073012200,Census Tract 122,0,0,0,0,0,0,0.6841858077253581,0.0,National Elementary,Elementary,PK,08,0.9994774739779628,2127,-43.4,2,7.2,4,2152,-54.5,2,8.2,4,2.0,lower
06073020706,Census Tract 207.06,2,1,0,1,0,1,6.442424383043638,0.3104421380969514,Escondido Union High,High,06,12,1.0000000000000004,1422,6.7,3,2.4,3,1425,-102.2,2,7.2,4,2.5,medium
06073000700,Census Tract 7,0,0,0,0,0,0,0.3011761290085763,0.0,San Diego Unified,Unified,PK,12,1.0000000000000009,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000800,Census Tract 8,0,0,0,0,0,0,0.24474239519010516,0.0,San Diego Unified,Unified,PK,12,0.9999999999999998,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073013505,Census Tract 135.05,1,1,0,0,0,0,1.0521190696084002,0.9504627649912296,Grossmont Union High,High,KG,12,1.0000000000000009,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073013506,Census Tract 135.06,0,0,0,0,0,0,2.6307624748845773,0.0,Grossmont Union High,High,KG,12,0.9999999999999988,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073013604,Census Tract 136.04,1,0,0,1,0,0,1.388948558038569,0.7199690688416637,Cajon Valley Union,Elementary,PK,12,0.9999999999999991,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073013802,Census Tract 138.02,0,0,0,0,0,0,0.27330447552502807,0.0,Grossmont Union High,High,KG,12,1.0000000000000002,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073018609,Census Tract 186.09,0,0,0,0,0,0,0.5080908913137809,0.0,Oceanside Unified,Unified,PK,12,1.0000000000000004,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073001000,Census Tract 10,0,0,0,0,0,0,0.32784658491509605,0.0,San Diego Unified,Unified,PK,12,1.0000000000000009,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001100,Census Tract 11,0,0,0,0,0,0,0.3613738085371892,0.0,San Diego Unified,Unified,PK,12,0.9999999999999991,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001400,Census Tract 14,1,1,0,0,0,0,0.28815800975281103,3.4703182495528213,San Diego Unified,Unified,PK,12,1.0000000000000009,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001500,Census Tract 15,0,0,0,0,0,0,0.306283280836992,0.0,San Diego Unified,Unified,PK,12,0.9999999999999996,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073013905,Census Tract 139.05,0,0,0,0,0,0,0.851261522250361,0.0,Grossmont Union High,High,KG,12,1.0000000000000002,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073013907,Census Tract 139.07,0,0,0,0,0,0,0.5173717584625785,0.0,Grossmont Union High,High,KG,12,1.0,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073013908,Census Tract 139.08,2,1,1,0,0,0,0.43588197053880307,4.588398087509233,Grossmont Union High,High,KG,12,0.9999999999999993,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073013909,Census Tract 139.09,0,0,0,0,0,0,0.41700831819796663,0.0,Grossmont Union High,High,KG,12,1.0000000000000002,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014001,Census Tract 140.01,2,1,1,0,0,0,0.7186389036777662,2.78303886661943,Grossmont Union High,High,KG,12,0.9999999999999993,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073019206,Census Tract 192.06,1,0,0,0,1,0,0.5580811830261875,1.7918539997666896,Vista Unified,Unified,KG,12,0.9999999999999996,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073019404,Census Tract 194.04,1,0,0,1,0,1,0.4314588551866384,2.317718104470065,Vista Unified,Unified,KG,12,1.0000000000000009,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073019405,Census Tract 194.05,2,2,0,0,0,1,0.4292981825051822,4.6587665205777045,Vista Unified,Unified,KG,12,0.9999999999999998,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073019406,Census Tract 194.06,0,0,0,0,0,0,0.768849434202111,0.0,Vista Unified,Unified,KG,12,1.0,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073014002,Census Tract 140.02,4,3,0,1,0,0,0.8174680542852646,4.893157572374266,Grossmont Union High,High,KG,12,0.999936775108865,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014101,Census Tract 141.01,1,1,0,0,0,0,0.5186488764044402,1.9280866989099656,Grossmont Union High,High,KG,12,0.9998163786521228,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014102,Census Tract 141.02,1,1,0,0,0,1,0.46244898301038884,2.162400690104956,Grossmont Union High,High,KG,12,0.5559221252164251,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014200,Census Tract 142,2,2,0,0,0,0,0.8776729216787744,2.2787532241219055,Grossmont Union High,High,KG,12,0.9801665215370677,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014601,Census Tract 146.01,2,1,0,1,0,1,0.5615857627792181,3.561343845510343,Grossmont Union High,High,KG,12,0.9999999999999992,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073015704,Census Tract 157.04,3,1,0,2,0,0,0.36396644875033046,8.24251798565616,Cajon Valley Union,Elementary,PK,12,1.0000000000000004,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073019501,Census Tract 195.01,2,2,0,0,0,0,0.30058905361631894,6.653602238466279,Vista Unified,Unified,KG,12,1.0000000000000002,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073001600,Census Tract 16,1,1,0,0,0,0,0.26570575685311215,3.76356166250783,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001700,Census Tract 17,0,0,0,0,0,0,0.2449240082481531,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073019502,Census Tract 195.02,0,0,0,0,0,0,0.2975783965927283,0.0,Vista Unified,Unified,KG,12,0.9999999999999994,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073019804,Census Tract 198.04,0,0,0,0,0,0,0.9837545549573274,0.0,Carlsbad Unified,Unified,PK,12,0.9999999999999998,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073019805,Census Tract 198.05,1,0,0,0,1,1,0.5611968647859523,1.7819058921175777,Carlsbad Unified,Unified,PK,12,0.6102616233206607,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073021302,Census Tract 213.02,0,0,0,0,0,0,147.56930366085405,0.0,Grossmont Union High,High,KG,12,0.7885376814534936,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073009504,Census Tract 95.04,1,0,1,0,0,0,22.808473800678364,0.04384335439271076,Poway Unified,Unified,PK,12,0.4054747639082974,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073019205,Census Tract 192.05,2,0,0,1,1,1,0.7512327087687619,2.662290894226256,Vista Unified,Unified,KG,12,1.000000000000001,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073017041,Census Tract 170.41,1,1,0,0,0,0,1.2001365210303743,0.833238537846888,Poway Unified,Unified,PK,12,1.0,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073017810,Census Tract 178.10,1,1,0,0,0,0,1.4828173985010575,0.6743918711844591,Carlsbad Unified,Unified,PK,12,0.9999999999999994,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073020903,Census Tract 209.03,3,2,0,1,0,0,499.66296125517573,0.006004047193059629,Warner Unified,Unified,PK,12,0.5570578114721652,100,-58.1,2,-5.2,2,98,-93.4,2,6.3,4,2.0,lower
06073014300,Census Tract 143,0,0,0,0,0,0,0.4458284503756324,0.0,Grossmont Union High,High,KG,12,0.9999999999999998,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014500,Census Tract 145,1,1,0,0,0,0,0.45282912202213316,2.208338535150843,Grossmont Union High,High,KG,12,0.9999999999999996,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014804,Census Tract 148.04,0,0,0,0,0,0,0.4917737596468713,0.0,Grossmont Union High,High,KG,12,0.9995218062836574,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073010800,Census Tract 108,2,1,0,1,0,0,0.25529868820066864,7.833961130375921,Coronado Unified,Unified,PK,12,1.0000000000000002,1338,55.5,5,-0.4,3,1341,24.8,4,-3.4,2,4.5,high
06073008902,Census Tract 89.02,0,0,0,0,0,0,1.1873474196643492,0.0,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073007100,Census Tract 71,1,1,0,0,0,0,1.1053539186520722,0.90468761464152,San Diego Unified,Unified,PK,12,0.9468793499326703,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
